simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.129067	18999	274.461
40	1196	59	0	106.943	3.09061e-05	7.30081
80	1196	0	0	89.0587	6.58565e-14	0.029912
120	1196	0	0	89.1211	1.40331e-22	0.000122552
160	1196	0	0	89.0295	2.99026e-31	5.02105e-07
200	1196	0	0	88.9256	6.37181e-40	2.05716e-09
240	1196	0	0	89.0551	1.35774e-48	8.42836e-12
280	1196	0	0	88.934	2.89316e-57	3.45317e-14
320	1196	0	0	88.9219	6.16492e-66	1.41479e-16
360	1196	0	0	88.9965	1.31366e-74	5.79651e-19
400	1195	0	1	88.8836	2.79922e-83	2.37488e-21
440	1195	0	0	88.9393	5.96474e-92	9.73006e-24
480	1195	0	0	89.8268	1.271e-100	3.98648e-26
520	1195	0	0	88.9411	2.70833e-109	1.63329e-28
560	1195	0	0	104.546	5.77106e-118	14.5494
600	1195	0	0	88.8831	1.22973e-126	0.0596102
640	1195	0	0	88.8938	2.62039e-135	0.000244228
680	1195	0	0	88.9587	5.58367e-144	1.00062e-06
720	1195	0	0	88.9173	1.1898e-152	4.09963e-09
760	1195	0	0	89.0093	2.5353e-161	1.67965e-11
800	1195	0	0	88.8684	5.40237e-170	6.88166e-14
840	1195	0	0	88.9255	1.15117e-178	2.81947e-16
880	1195	0	0	88.8546	2.45298e-187	1.15516e-18
920	1195	0	0	89.9136	5.22695e-196	4.73278e-21
960	1195	0	0	88.9922	1.11379e-204	1.93906e-23
1000	1195	0	0	88.9959	2.37333e-213	7.94448e-26
1040	1195	0	0	88.871	5.05723e-222	3.25492e-28
1080	1195	0	0	104.352	1.07762e-230	28.9259
1120	1195	0	0	88.9678	2.29627e-239	0.118512
1160	1195	0	0	88.9896	4.89302e-248	0.000485552
1200	1195	0	0	88.9568	1.04263e-256	1.98935e-06
1240	1195	0	0	89.0712	2.22171e-265	8.15051e-09
1280	1195	0	0	89.1042	4.73414e-274	3.33933e-11
1320	1195	0	0	88.9756	1.00878e-282	1.36815e-13
1360	1195	0	0	89.8441	2.14957e-291	5.60542e-16
1400	1195	0	0	89.076	4.58042e-300	2.29659e-18
1440	1195	0	0	86.698	0	9.4093e-21
1440.02	1195	0	0	0.143692	0	9.38347e-21
