simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.130707	18999	274.461
40	1208	71	0	204.36	2.41137e-05	7.30073
80	1208	0	0	183.064	5.13829e-14	0.0299117
120	1208	0	0	183.186	1.0949e-22	0.000122551
160	1208	0	0	182.981	2.33307e-31	5.02099e-07
200	1208	0	0	183.283	4.97144e-40	2.05714e-09
240	1208	0	0	183.484	1.05934e-48	8.42827e-12
280	1208	0	0	183.082	2.25731e-57	3.45313e-14
320	1208	0	0	183.342	4.81002e-66	1.41478e-16
360	1208	0	0	183.045	1.02495e-74	5.79645e-19
400	1208	0	0	183.69	2.18402e-83	2.37485e-21
440	1208	0	0	182.918	4.65384e-92	9.72996e-24
480	1208	0	0	200.481	9.91667e-101	28.9259
520	1208	0	0	183.132	2.1131e-109	0.118512
560	1208	0	0	183.568	4.50272e-118	0.000485552
600	1208	0	0	183.157	9.59467e-127	1.98935e-06
640	1208	0	0	183.245	2.04449e-135	8.15051e-09
680	1208	0	0	182.699	4.35652e-144	3.33933e-11
720	1208	0	0	183.271	9.28313e-153	1.36815e-13
760	1208	0	0	183.011	1.9781e-161	5.60542e-16
800	1208	0	0	185.752	4.21506e-170	2.29659e-18
840	1208	0	0	187.122	8.9817e-179	9.4093e-21
880	1208	0	0	187.215	1.91387e-187	3.85506e-23
920	1208	0	0	204.068	4.0782e-196	114.332
960	1208	0	0	187.124	8.69006e-205	0.468428
1000	1208	0	0	187.777	1.85173e-213	0.00191919
1040	1208	0	0	187.415	3.94578e-222	7.86306e-06
1080	1208	0	0	187.271	8.40789e-231	3.22156e-08
1120	1208	0	0	187.251	1.7916e-239	1.3199e-10
1160	1208	0	0	187.928	3.81765e-248	5.40773e-13
1200	1208	0	0	187.657	8.13488e-257	2.21559e-15
1240	1208	0	0	187.573	1.73343e-265	9.07746e-18
1280	1208	0	0	187.847	3.69369e-274	3.71911e-20
1320	1208	0	0	188.093	7.87074e-283	1.52375e-22
1360	1208	0	0	204.612	1.67714e-291	449.402
1400	1208	0	0	183.327	3.57376e-300	1.8515
1440	1208	0	0	174.588	0	0.00758575
1440.02	1208	0	0	0.178805	0	0.00756493
